 Spectrum , Sample , Throughput , K -Ka Area , K -Ka AreaStd , Ca-Ka Area , Ca-Ka AreaStd , Ti-Ka Area , Ti-Ka AreaStd , Mn-Ka Area , Mn-Ka AreaStd , Fe-Ka Area , Fe-Ka AreaStd , Co-Ka Area , Co-Ka AreaStd , Ni-Ka Area , Ni-Ka AreaStd , Cu-Ka Area , Cu-Ka AreaStd , Zn-Ka Area , Zn-Ka AreaStd , Ga-Ka Area , Ga-Ka AreaStd , As-Ka Area , As-Ka AreaStd , Br-Ka Area , Br-Ka AreaStd , Rb-Ka Area , Rb-Ka AreaStd , Sr-Ka Area , Sr-Ka AreaStd , Y -Ka Area , Y -Ka AreaStd , Zr-Ka Area , Zr-Ka AreaStd , Nb-Ka Area , Nb-Ka AreaStd , Mo-Ka Area , Mo-Ka AreaStd , Rh-Ka-Inc Area , Rh-Ka-Inc AreaStd , Rh-Ka-Coh Area , Rh-Ka-Coh AreaStd 
363-U1487A-3H-3-A_SHLF8287801 X  20.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,20,1.49E+05,657,40,78116,266,314,33,1737,51,27832,164,218,45,4749,74,234,31,331,32,44,25,164,27,2138,56,354,56,51621,237,265,80,1690,141,49,133,252,172,48199,557,29953,329
363-U1487A-3H-3-A_SHLF8287801 X  40.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,40,1.47E+05,704,37,74913,260,384,34,1817,52,29144,168,151,45,4735,74,287,32,356,32,70,25,95,27,1996,55,366,56,51635,237,316,80,1448,141,111,133,146,171,47957,555,30303,328
363-U1487A-3H-3-A_SHLF8287801 X  60.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,60,1.40E+05,599,36,78759,267,288,32,1415,47,32113,175,332,48,4758,74,200,30,313,31,100,25,89,27,1725,52,282,53,47139,226,183,75,1513,136,198,129,368,166,44361,534,28813,319
363-U1487A-3H-3-A_SHLF8287801 X  80.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,80,1.44E+05,683,39,76013,263,324,33,2016,53,27423,163,189,45,4738,74,282,31,405,32,65,23,93,25,1902,53,370,57,51365,236,353,79,1475,140,41,131,187,168,46807,542,29538,324
363-U1487A-3H-3-A_SHLF8287801 X 100.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,100,1.44E+05,727,38,78923,267,406,33,1892,50,26851,161,230,45,4753,74,238,31,421,33,69,25,43,26,1815,53,467,54,50944,234,256,77,1652,138,359,131,556,168,46369,542,29617,324
363-U1487A-3H-3-A_SHLF8287801 X 120.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,120,1.46E+05,648,38,77735,266,341,33,1828,51,27303,162,224,44,4695,73,249,32,356,32,75,25,44,26,1951,55,439,55,52369,238,243,79,1702,141,69,131,194,170,46266,539,29610,326
363-U1487A-3H-3-A_SHLF8287801 X 140.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,140,1.44E+05,622,38,79417,268,372,33,1768,50,27089,162,232,44,4709,74,212,31,404,32,42,24,75,26,1938,53,396,53,51240,235,236,78,1658,140,157,130,117,168,47068,544,30196,324
363-U1487A-3H-3-A_SHLF8287801 X 160.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,160,1.43E+05,645,38,75709,262,301,33,1740,51,30747,172,284,48,4688,74,256,32,333,32,49,25,146,28,1952,54,399,53,50873,234,315,77,1753,139,20,130,302,168,46510,539,29796,324
363-U1487A-3H-3-A_SHLF8287801 X 180.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,180,1.43E+05,549,38,79247,268,327,33,1890,51,29161,167,217,45,4776,74,260,31,382,31,21,23,100,27,1952,54,285,53,50436,233,153,77,1359,138,87,128,570,167,46529,539,28696,320
363-U1487A-3H-3-A_SHLF8287801 X 200.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,200,1.41E+05,655,38,75436,261,344,32,1707,50,29754,169,256,47,4722,74,266,32,391,31,86,25,140,27,1982,54,318,55,49641,232,164,76,1359,137,216,129,56,166,46625,537,29236,320
363-U1487A-3H-3-A_SHLF8287801 X 220.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,220,1.41E+05,628,37,80818,270,359,33,1728,51,31142,173,316,46,4767,74,219,31,304,31,40,25,89,25,1788,53,336,53,49064,231,379,77,1643,136,221,129,212,165,44271,532,27810,318
363-U1487A-3H-3-A_SHLF8287801 X 240.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,240,1.44E+05,693,36,78447,266,364,33,1857,51,29791,169,308,47,4833,74,242,31,385,32,51,25,129,27,1993,55,350,55,51076,235,259,77,1383,139,199,130,20,168,46318,542,28973,322
363-U1487A-3H-3-A_SHLF8287801 X 260.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,260,1.45E+05,677,38,76096,262,417,33,1771,52,31946,175,252,47,4854,74,271,31,356,32,33,24,80,26,2075,56,428,55,50274,233,315,78,1577,138,288,130,533,169,47648,549,29855,325
363-U1487A-3H-3-A_SHLF8287801 X 280.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,280,1.47E+05,777,36,76633,263,429,34,1895,53,31474,174,257,47,4833,74,262,31,418,32,95,24,83,26,1998,55,367,56,51628,236,290,78,1726,140,117,132,139,170,46824,546,29548,327
363-U1487A-3H-3-A_SHLF8287801 X 300.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,300,1.48E+05,752,39,75192,261,413,35,1935,53,38563,192,328,50,4885,75,271,31,411,33,26,25,121,28,2064,55,386,56,50467,234,312,79,1569,140,37,131,69,169,47689,548,30013,327
363-U1487A-3H-3-A_SHLF8287801 X 320.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,320,1.48E+05,792,39,71959,255,413,34,2036,54,39509,194,322,51,4770,74,233,30,383,32,38,25,93,27,1927,54,544,57,50361,234,143,78,1773,140,383,133,276,170,47746,550,29763,328
363-U1487A-3H-3-A_SHLF8287801 X 340.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,340,1.47E+05,702,38,75862,262,398,34,2031,54,31950,176,233,48,4707,74,267,32,379,33,45,25,128,27,1976,54,429,56,51812,237,328,79,1582,141,37,133,257,169,47918,549,29553,327
363-U1487A-3H-3-A_SHLF8287801 X 360.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,360,1.46E+05,745,39,74666,260,452,35,2083,54,33188,179,332,49,4795,75,187,31,350,32,70,25,64,27,1878,54,454,55,50959,235,336,80,1858,141,137,132,585,171,47156,550,29485,325
363-U1487A-3H-3-A_SHLF8287801 X 380.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,380,1.47E+05,740,40,72882,258,409,35,2266,56,35967,186,319,50,4880,75,264,32,367,32,67,25,65,26,2010,55,517,56,51015,235,299,79,1846,141,286,131,97,171,46758,550,29355,327
363-U1487A-3H-3-A_SHLF8287801 X 400.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,400,1.45E+05,649,38,73353,258,477,35,2202,56,36351,187,278,49,4849,75,262,31,348,31,48,24,104,26,1848,53,516,57,50401,234,241,79,1880,140,150,130,238,169,47152,546,29060,323
363-U1487A-3H-3-A_SHLF8287801 X 420.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,420,1.45E+05,709,37,71788,255,460,35,1943,53,38139,191,235,50,4773,75,210,31,355,31,64,24,82,26,1792,53,515,55,48370,230,453,80,2123,140,139,131,154,169,47419,538,28725,323
363-U1487A-3H-3-A_SHLF8287801 X 440.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,440,1.45E+05,673,37,75479,261,418,35,1937,53,31207,174,223,47,4684,74,306,32,306,31,50,26,86,27,1916,53,371,55,50116,233,330,79,1621,140,64,132,356,169,47860,546,29875,325
363-U1487A-3H-3-A_SHLF8287801 X 460.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,460,1.46E+05,674,38,68527,250,566,37,2034,54,39876,196,278,52,4568,74,210,31,412,33,48,25,84,27,1864,54,499,56,47099,227,301,79,1814,139,269,133,384,171,48503,545,29248,325
363-U1487A-3H-3-A_SHLF8287801 X 480.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,480,1.44E+05,679,37,65720,244,609,37,1991,53,44407,205,377,53,4798,75,226,32,392,33,63,25,110,27,2042,55,507,55,45692,224,211,78,2291,140,249,132,47,169,47805,546,28360,322
363-U1487A-3H-3-A_SHLF8287801 X 520.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,520,1.38E+05,720,35,74838,259,512,34,1799,50,33277,178,255,47,4648,73,235,31,311,31,79,25,142,27,1740,52,360,53,45692,223,356,77,1778,136,122,128,278,165,44979,529,27960,315
363-U1487A-3H-3-A_SHLF8287801 X 540.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,540,1.47E+05,713,38,66200,245,679,38,1822,53,45337,208,510,54,4839,74,281,32,400,33,26,25,91,27,2023,55,485,56,47831,229,410,79,2196,142,85,133,6,171,47882,551,28956,326
363-U1487A-3H-3-A_SHLF8287801 X 560.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,560,1.51E+05,604,39,71555,255,689,40,2018,54,42466,201,285,52,4747,75,223,31,452,33,88,25,109,27,2052,55,348,56,49156,231,415,80,2389,144,81,134,500,172,48482,555,29169,330
363-U1487A-3H-3-A_SHLF8287801 X 580.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,580,1.46E+05,633,37,80563,270,491,36,1636,49,35889,185,280,48,4686,74,205,31,336,31,51,25,145,28,1813,53,337,54,47909,229,371,78,2100,140,175,131,241,168,46050,543,29827,324
363-U1487A-3H-3-A_SHLF8287801 X 600.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,600,1.48E+05,674,37,73597,258,607,37,1960,52,37146,188,320,50,4697,74,266,32,430,33,41,25,74,27,1877,54,306,55,49568,232,499,79,2199,141,373,132,270,170,47654,551,29970,328
363-U1487A-3H-3-A_SHLF8287801 X 620.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,620,1.50E+05,635,39,67617,248,589,38,1880,52,44392,205,432,54,4790,75,297,33,382,33,71,25,107,28,2035,55,570,56,49336,232,399,81,2442,144,365,135,201,172,48447,559,30025,330
363-U1487A-3H-3-A_SHLF8287801 X 640.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,640,1.49E+05,754,36,71601,254,655,38,1596,50,43957,204,370,53,4803,75,249,32,380,33,87,27,88,27,1950,54,379,56,47687,228,422,80,2495,143,176,134,181,171,47474,550,29137,328
363-U1487A-3H-3-A_SHLF8287801 X 660.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,660,1.52E+05,681,39,62775,239,902,42,1515,49,53774,225,676,59,4835,76,220,32,473,35,89,26,105,27,2288,57,498,57,45135,224,518,83,3480,147,38,135,341,174,49448,559,29502,330
363-U1487A-3H-3-A_SHLF8287801 X 680.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,680,1.50E+05,856,39,68737,250,871,40,1539,49,47072,211,437,55,4753,75,244,31,474,34,69,26,117,27,2128,57,533,57,46494,226,429,81,3448,146,493,135,150,172,48747,556,29338,328
363-U1487A-3H-3-A_SHLF8287801 X 700.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,700,1.50E+05,791,39,66704,246,873,42,1517,50,51227,220,605,57,4693,74,279,31,577,36,76,27,173,29,2026,55,569,57,44542,222,570,82,3664,146,223,135,219,174,49010,556,29197,329
363-U1487A-3H-3-A_SHLF8287801 X 720.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,720,1.49E+05,814,39,67203,247,876,41,1560,49,50937,219,529,56,4744,75,266,32,536,35,52,26,102,28,2013,55,548,57,45035,223,482,82,3556,146,253,133,581,172,47544,553,28944,327
363-U1487A-3H-3-A_SHLF8287801 X 740.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,740,1.48E+05,728,39,64452,242,911,42,1443,48,55562,229,486,57,4558,74,223,32,483,35,69,27,79,27,1989,55,503,57,43263,218,735,81,4149,146,190,133,127,171,47916,551,28929,326
363-U1487A-3H-3-A_SHLF8287801 X 760.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,760,1.50E+05,856,40,58048,230,1333,46,1597,51,72370,260,804,64,4682,75,219,32,545,36,59,26,68,28,1867,53,721,58,38662,207,789,83,5091,149,231,135,160,172,48931,552,28946,323
363-U1487A-3H-3-A_SHLF8287801 X 780.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,780,1.51E+05,868,41,44740,203,1730,51,1651,52,96368,300,1047,71,4505,75,268,33,615,37,145,28,88,27,2012,54,682,58,34738,198,1125,84,6727,152,373,135,169,171,46671,543,28481,322
363-U1487A-3H-3-A_SHLF8287801 X 820.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,820,1.47E+05,755,39,43618,200,1304,46,1420,50,81731,276,814,66,4531,74,251,31,526,34,112,27,112,28,2078,55,717,57,35347,200,578,82,4417,145,420,135,129,172,48435,549,27791,321
363-U1487A-3H-3-A_SHLF8287801 X 840.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,840,1.48E+05,865,41,51778,218,1442,47,1615,52,75451,266,824,65,4718,75,252,32,611,36,138,26,76,27,1937,53,727,57,38915,208,975,83,5060,148,240,134,43,170,46940,549,27924,323
363-U1487A-3H-3-A_SHLF8287801 X 860.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,860,1.46E+05,1071,42,28125,162,2885,60,1927,57,134122,352,1467,78,4381,73,277,32,855,40,89,27,90,27,1558,50,984,57,22884,164,1659,86,10076,156,502,131,350,166,44038,520,26891,311
363-U1487A-3H-3-A_SHLF8287801 X 880.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,880,1.43E+05,825,38,50046,214,1257,44,1446,49,75962,266,752,64,4471,73,304,32,464,33,67,25,95,27,1710,52,589,57,37969,206,834,80,4154,141,385,131,100,167,45685,531,27445,316
363-U1487A-3H-3-A_SHLF8287801 X 900.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,900,1.48E+05,812,40,38656,189,1592,48,1326,49,110225,320,1190,74,4453,74,278,32,440,34,65,27,109,27,1900,53,871,57,30710,187,644,81,4200,140,164,132,502,170,47054,534,27452,318
363-U1487A-3H-3-A_SHLF8287801 X 920.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,920,1.45E+05,792,39,39849,191,1684,49,1383,51,104251,311,1073,73,4358,74,245,32,461,34,75,26,86,27,1789,52,831,57,31303,189,581,80,4712,141,468,131,152,167,46318,530,26917,313
363-U1487A-3H-3-A_SHLF8287801 X 940.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,940,1.41E+05,709,38,61620,237,1042,43,1220,47,57222,232,581,58,4664,74,265,31,421,33,75,25,105,26,1764,51,627,55,39868,210,416,79,3274,140,315,130,476,167,46275,531,27675,316
363-U1487A-3H-3-A_SHLF8287801 X 960.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,960,1.48E+05,673,39,58506,231,927,41,1257,47,66682,250,686,62,4559,74,266,33,449,34,87,26,108,27,1899,53,622,57,40784,212,510,81,3477,142,408,132,222,171,47660,542,28769,323
363-U1487A-3H-3-A_SHLF8287801 X 980.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,980,1.43E+05,566,38,70619,253,641,38,1181,44,45365,207,436,52,4700,74,288,31,298,31,59,25,123,27,1849,52,577,54,43066,217,413,79,2176,138,204,130,425,167,46093,539,28296,319
363-U1487A-3H-3-A_SHLF8287801 X1000.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1000,1.41E+05,659,37,74773,260,704,39,1075,44,46141,209,433,53,4685,74,213,31,357,32,76,24,148,27,1623,51,566,54,43764,219,417,77,2659,137,276,128,196,165,44001,531,28451,318
363-U1487A-3H-3-A_SHLF8287801 X1020.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1020,1.39E+05,647,39,74245,260,659,38,1190,45,42738,201,395,51,4540,73,191,30,348,32,45,24,105,27,1631,50,497,54,43346,218,447,76,2546,137,95,128,214,164,43701,526,28045,314
363-U1487A-3H-3-A_SHLF8287801 X1040.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1040,1.36E+05,617,37,75179,261,621,38,989,42,41850,199,514,51,4669,73,254,30,317,30,65,25,107,27,1631,50,554,54,40447,211,430,77,2689,136,164,126,149,163,44196,517,26751,310
363-U1487A-3H-3-A_SHLF8287801 X1060.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1060,1.38E+05,694,37,73799,258,672,37,1040,43,40881,197,456,51,4645,73,200,30,389,31,43,23,85,26,1645,51,560,55,42282,216,417,77,2473,137,159,128,170,164,45383,526,28070,314
363-U1487A-3H-3-A_SHLF8287801 X1080.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1080,1.40E+05,608,38,73219,258,782,38,1131,44,46051,209,449,53,4635,74,226,30,357,31,71,23,82,26,1670,51,521,54,42377,215,300,78,2657,138,278,129,189,166,44176,524,27474,315
363-U1487A-3H-3-A_SHLF8287801 X1100.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1100,1.42E+05,618,39,72710,257,679,39,1385,47,45963,208,449,53,4708,74,189,30,327,31,32,24,132,27,1731,51,716,56,44444,220,479,79,2781,140,142,128,155,166,45051,538,28278,317
363-U1487A-3H-3-A_SHLF8287801 X1120.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1120,1.43E+05,645,36,70966,253,677,38,1272,46,45656,208,363,52,4710,74,210,31,331,31,57,25,130,27,1876,53,492,55,44035,220,410,78,2483,140,51,130,88,169,45689,539,28168,320
363-U1487A-3H-3-A_SHLF8287801 X1140.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1140,1.39E+05,651,38,77558,265,457,36,1052,43,42274,200,461,52,4572,73,240,30,394,31,76,23,99,27,1673,50,530,54,42339,215,426,77,2386,136,74,128,225,165,44798,530,27507,313
363-U1487A-3H-3-A_SHLF8287801 X1160.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1160,1.43E+05,599,38,72465,257,486,35,1208,44,39996,194,346,50,4638,73,207,29,447,32,81,24,94,27,1833,52,531,55,45926,225,366,80,2429,140,116,131,384,170,47598,543,28072,320
363-U1487A-3H-3-A_SHLF8287801 X1180.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1180,1.43E+05,617,36,70705,253,437,34,1050,44,36685,187,325,50,4707,74,221,31,373,32,47,25,111,26,2101,55,632,57,47086,227,346,80,2873,142,186,130,54,168,46674,542,28700,323
363-U1487A-3H-3-A_SHLF8287801 X1200.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1200,1.45E+05,626,39,76075,263,387,35,1072,44,39497,194,404,51,4756,74,227,30,432,33,42,25,95,28,1921,53,431,56,46636,226,411,80,2562,141,309,131,235,169,46561,538,29639,324
363-U1487A-3H-3-A_SHLF8287801 X1220.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1220,1.44E+05,750,36,78423,266,451,35,1057,44,39472,194,390,51,4676,74,177,31,323,31,21,25,74,26,1826,53,630,57,45124,223,507,80,3068,142,233,130,344,167,45533,539,28947,322
363-U1487A-3H-3-A_SHLF8287801 X1240.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1240,1.43E+05,686,38,80970,271,423,35,1123,43,38553,191,328,50,4725,74,204,30,322,31,50,24,90,27,1804,52,549,55,45842,224,304,78,2629,140,73,130,126,168,46083,539,28446,319
363-U1487A-3H-3-A_SHLF8287801 X1260.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1260,1.48E+05,825,40,70586,253,619,38,1330,47,51361,220,445,56,4645,74,244,31,431,33,51,25,93,27,1890,54,653,58,44942,222,483,81,3707,146,350,131,487,170,46111,548,29973,325
363-U1487A-3H-3-A_SHLF8287801 X1280.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1280,1.45E+05,768,39,63659,241,633,38,1226,46,55014,228,628,58,4575,74,217,32,457,33,75,26,47,28,1789,53,675,57,42816,217,663,81,4138,146,135,132,337,169,46042,547,27707,321
363-U1487A-3H-3-A_SHLF8287801 X1300.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1300,1.48E+05,871,40,57916,230,755,39,1457,48,63396,244,567,60,4743,75,272,32,613,36,129,27,127,27,2132,55,750,58,38892,208,1010,85,6103,154,318,135,666,172,47731,549,28366,325
363-U1487A-3H-3-A_SHLF8287801 X1320.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1320,1.42E+05,747,38,60382,234,710,38,1399,47,53335,224,503,56,4677,74,218,31,454,33,48,25,130,26,1799,53,619,56,41857,215,710,81,3984,144,221,131,321,168,45522,537,28177,319
363-U1487A-3H-3-A_SHLF8287801 X1340.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1340,1.45E+05,691,39,69968,252,516,36,1286,46,46365,209,400,53,4734,74,199,30,324,31,86,25,93,27,1826,52,682,56,44012,219,451,80,3502,143,480,131,275,169,46806,542,29462,323
363-U1487A-3H-3-A_SHLF8287801 X1360.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1360,1.44E+05,654,36,83190,274,387,33,1228,44,34598,182,323,49,4770,74,202,30,277,30,73,24,102,27,1870,53,415,54,46251,225,320,77,1856,137,134,129,341,168,45511,533,29149,322
363-U1487A-3H-3-A_SHLF8287801 X1380.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1380,1.46E+05,602,37,73930,259,374,34,1415,46,34408,181,343,48,4797,74,262,30,361,31,76,25,79,26,2061,55,444,56,48160,229,315,79,1935,140,203,131,111,170,47647,547,29719,326
363-U1487A-3H-3-A_SHLF8287801 X1400.0mm   6s  30kV 1250uA Pd-Thick DC10.0mm CC12.0mm Y  0.0mm Run2 Rep0 Sett Middle.spe,1400,1.46E+05,635,36,84071,275,333,32,1313,46,31839,174,308,47,4760,74,275,32,316,30,49,24,86,26,1993,54,347,54,47443,227,217,77,1707,138,140,131,257,168,46576,544,29474,324
